Predictions		Price
106.800003		110.000000
103.800003		80.000000
72.199997		60.000000
156.899994		148.000000
133.100006		90.000000
80.000000		130.000000
79.000000		25.000000
108.900002		125.000000
106.400002		85.000000
123.000000		125.000000
120.800003		80.000000
86.300003		165.000000
100.900002		69.000000
109.300003		125.000000
58.700001		50.000000
101.800003		72.000000
73.500000		80.000000
81.000000		49.000000
101.599998		60.000000
181.899994		60.000000
316.299988		279.000000
72.900002		115.000000
67.099998		48.000000
95.599998		40.000000
81.099998		57.000000
116.800003		84.000000
88.199997		120.000000
78.800003		150.000000
175.800003		225.000000
116.199997		70.000000
91.599998		55.000000
148.199997		80.000000
76.300003		40.000000
90.800003		40.000000
124.599998		185.000000
150.699997		280.000000
97.800003		100.000000
134.100006		80.000000
72.099998		65.000000
78.400002		65.000000
70.400002		30.000000
100.800003		70.000000
78.099998		38.000000
199.600006		245.000000
116.000000		90.000000
81.699997		65.000000
69.599998		140.000000
83.099998		79.000000
88.699997		150.000000
89.599998		50.000000
71.900002		55.000000
155.300003		170.000000
205.800003		150.000000
67.300003		100.000000
148.699997		150.000000
183.800003		100.000000
209.800003		150.000000
109.099998		200.000000
88.599998		78.000000
103.000000		650.000000
61.400002		150.000000
147.300003		150.000000
82.500000		50.000000
98.199997		120.000000
63.799999		24.000000
73.500000		79.000000
86.099998		45.000000
93.699997		60.000000
101.900002		115.000000
104.500000		50.000000
120.500000		92.000000
138.600006		110.000000
85.400002		70.000000
69.199997		35.000000
109.599998		90.000000
81.599998		95.000000
65.000000		70.000000
76.699997		69.000000
86.500000		42.000000
93.599998		85.000000
82.199997		70.000000
111.500000		62.000000
65.300003		85.000000
108.199997		63.000000
90.900002		180.000000
164.300003		69.000000
136.100006		50.000000
98.900002		65.000000
95.400002		99.000000
73.500000		64.000000
553.900024		45.000000
92.800003		67.000000
72.199997		60.000000
97.199997		95.000000
191.300003		52.000000
89.500000		34.000000
120.900002		80.000000
64.699997		60.000000
88.900002		90.000000
149.800003		110.000000
342.899994		199.000000
63.299999		50.000000
87.000000		70.000000
105.199997		41.000000
88.400002		60.000000
63.400002		250.000000
57.299999		165.000000
115.400002		119.000000
72.400002		65.000000
82.199997		79.000000
152.500000		99.000000
176.000000		145.000000
82.500000		35.000000
87.099998		165.000000
132.899994		58.000000
107.199997		85.000000
124.300003		120.000000
83.099998		60.000000
128.699997		230.000000
58.299999		100.000000
69.800003		80.000000
67.699997		50.000000
97.000000		120.000000
98.000000		66.000000
161.300003		120.000000
77.000000		55.000000
151.699997		68.000000
85.199997		85.000000
118.300003		80.000000
106.800003		99.000000
108.300003		60.000000
91.699997		95.000000
72.300003		55.000000
83.400002		110.000000
72.400002		99.000000
169.899994		290.000000
82.800003		35.000000
74.800003		80.000000
170.500000		250.000000
258.700012		323.000000
114.300003		50.000000
100.300003		76.000000
103.500000		85.000000
86.099998		30.000000
135.500000		45.000000
287.200012		200.000000
95.800003		39.000000
127.900002		115.000000
70.400002		155.000000
68.699997		250.000000
97.300003		100.000000
183.399994		200.000000
131.399994		64.000000
91.199997		185.000000
191.899994		100.000000
99.699997		40.000000
91.400002		90.000000
85.699997		49.000000
82.199997		95.000000
64.099998		105.000000
78.400002		59.000000
76.199997		39.000000
89.099998		41.000000
66.099998		54.000000
212.800003		50.000000
101.300003		120.000000
203.000000		100.000000
59.200001		100.000000
304.299988		380.000000
149.600006		50.000000
80.599998		130.000000
83.300003		380.000000
68.800003		79.000000
150.600006		100.000000
96.199997		79.000000
86.000000		90.000000
87.000000		90.000000
85.400002		108.000000
110.800003		50.000000
180.600006		90.000000
186.399994		200.000000
79.300003		38.000000
61.299999		37.000000
68.199997		25.000000
247.399994		243.000000
187.500000		125.000000
87.300003		300.000000
76.099998		127.000000
86.400002		30.000000
193.300003		110.000000
165.100006		45.000000
147.800003		206.000000
100.400002		98.000000
115.199997		40.000000
81.199997		123.000000
98.800003		49.000000
192.300003		99.000000
78.000000		380.000000
138.000000		100.000000
125.500000		95.000000
191.899994		250.000000
56.700001		100.000000
256.500000		320.000000
80.099998		91.000000
68.000000		59.000000
117.599998		190.000000
97.400002		95.000000
120.800003		55.000000
126.599998		84.000000
191.500000		70.000000
78.500000		25.000000
96.199997		30.000000
85.099998		50.000000
313.299988		145.000000
70.500000		121.000000
95.500000		59.000000
60.000000		170.000000
76.599998		110.000000
75.199997		40.000000
70.500000		60.000000
79.199997		60.000000
84.099998		67.000000
89.000000		60.000000
95.800003		45.000000
192.600006		350.000000
71.800003		110.000000
74.900002		48.000000
93.400002		95.000000
64.599998		62.000000
101.900002		250.000000
292.899994		350.000000
108.800003		120.000000
210.899994		200.000000
64.900002		60.000000
89.900002		59.000000
335.100006		390.000000
225.800003		120.000000
119.300003		90.000000
67.599998		40.000000
84.400002		84.000000
104.699997		95.000000
68.599998		58.000000
133.699997		200.000000
73.000000		139.000000
104.800003		65.000000
164.199997		150.000000
78.800003		85.000000
86.599998		120.000000
86.199997		88.000000
80.099998		40.000000
100.000000		92.000000
92.400002		75.000000
60.500000		84.000000
132.300003		95.000000
116.800003		70.000000
72.599998		100.000000
368.500000		290.000000
102.800003		160.000000
359.200012		300.000000
135.699997		80.000000
77.500000		130.000000
82.900002		115.000000
193.000000		100.000000
60.500000		80.000000
63.700001		59.000000
123.800003		160.000000
208.699997		113.000000
95.000000		92.000000
118.199997		44.000000
91.000000		50.000000
111.900002		50.000000
81.800003		90.000000
71.400002		75.000000
198.800003		110.000000
76.900002		50.000000
143.500000		135.000000
81.400002		150.000000
89.599998		45.000000
249.500000		140.000000
104.500000		89.000000
104.000000		61.000000
67.099998		110.000000
68.900002		68.000000
89.599998		80.000000
133.199997		100.000000
109.099998		100.000000
163.800003		400.000000
71.800003		120.000000
308.299988		300.000000
111.199997		90.000000
138.199997		100.000000
141.300003		50.000000
123.900002		55.000000
141.199997		70.000000
113.699997		230.000000
77.500000		70.000000
78.699997		40.000000
151.899994		100.000000
100.800003		120.000000
86.800003		120.000000
68.699997		45.000000
121.400002		88.000000
259.000000		170.000000
79.800003		40.000000
106.199997		50.000000
585.000000		45.000000
71.000000		50.000000
85.699997		109.000000
73.599998		100.000000
354.100006		69.000000
95.699997		150.000000
109.900002		80.000000
72.000000		35.000000
84.699997		80.000000
103.500000		14.000000
70.599998		72.000000
107.699997		280.000000
329.799988		166.000000
85.099998		55.000000
76.800003		180.000000
135.000000		258.000000
66.699997		65.000000
69.900002		50.000000
196.399994		78.000000
83.800003		90.000000
84.400002		75.000000
93.000000		50.000000
91.699997		65.000000
79.199997		75.000000
88.099998		145.000000
93.099998		120.000000
81.199997		130.000000
104.800003		85.000000
84.199997		30.000000
271.000000		195.000000
76.800003		30.000000
99.300003		59.000000
94.900002		55.000000
98.800003		60.000000
72.300003		95.000000
99.400002		68.000000
101.500000		55.000000
106.900002		120.000000
90.199997		70.000000
117.900002		70.000000
174.399994		280.000000
105.800003		74.000000
100.199997		200.000000
102.500000		90.000000
85.000000		59.000000
171.899994		49.000000
77.800003		45.000000
91.300003		76.000000
131.699997		145.000000
121.900002		120.000000
77.400002		120.000000
78.099998		45.000000
128.300003		100.000000
109.199997		139.000000
95.300003		50.000000
87.699997		150.000000
69.500000		60.000000
78.800003		85.000000
91.000000		115.000000
114.599998		150.000000
78.099998		60.000000
149.500000		115.000000
76.800003		105.000000
86.400002		40.000000
106.800003		50.000000
86.900002		51.000000
79.699997		60.000000
89.599998		63.000000
230.100006		90.000000
66.400002		75.000000
67.800003		74.000000
89.800003		45.000000
108.099998		125.000000
246.199997		210.000000
69.599998		80.000000
68.699997		100.000000
74.300003		195.000000
94.400002		65.000000
99.300003		87.000000
78.800003		89.000000
107.599998		55.000000
62.599998		90.000000
79.900002		80.000000
89.800003		90.000000
70.500000		65.000000
111.099998		40.000000
69.800003		90.000000
227.699997		145.000000
125.099998		100.000000
115.400002		50.000000
66.500000		28.000000
83.300003		60.000000
72.099998		42.000000
86.199997		85.000000
108.400002		110.000000
134.199997		220.000000
89.900002		111.000000
74.400002		35.000000
63.000000		135.000000
127.199997		160.000000
82.000000		40.000000
49.500000		50.000000
72.500000		59.000000
123.099998		250.000000
76.400002		161.000000
234.899994		599.000000
143.500000		250.000000
130.899994		90.000000
80.099998		89.000000
91.599998		82.000000
82.300003		110.000000
59.500000		110.000000
66.699997		65.000000
92.699997		70.000000
161.399994		149.000000
90.300003		75.000000
120.099998		70.000000
56.599998		65.000000
121.800003		40.000000
129.100006		60.000000
195.300003		120.000000
110.900002		65.000000
105.500000		75.000000
128.500000		50.000000
113.699997		60.000000
80.699997		50.000000
216.699997		12.000000
181.800003		150.000000
160.800003		90.000000
72.900002		104.000000
157.000000		70.000000
82.300003		61.000000
81.800003		152.000000
128.800003		54.000000
113.400002		50.000000
82.500000		99.000000
149.000000		230.000000
92.699997		60.000000
99.300003		125.000000
86.400002		79.000000
72.900002		145.000000
89.900002		90.000000
85.699997		55.000000
114.500000		65.000000
72.000000		58.000000
164.899994		140.000000
119.199997		68.000000
80.199997		295.000000
95.000000		40.000000
118.500000		75.000000
312.200012		220.000000
80.800003		86.000000
112.199997		89.000000
124.400002		135.000000
96.500000		185.000000
92.099998		96.000000
83.199997		95.000000
71.900002		60.000000
82.000000		80.000000
107.000000		60.000000
332.500000		144.000000
184.399994		80.000000
94.199997		63.000000
122.900002		108.000000
82.699997		75.000000
106.599998		95.000000
74.699997		50.000000
229.399994		370.000000
87.400002		60.000000
207.800003		200.000000
95.699997		44.000000
98.199997		90.000000
97.199997		75.000000
68.699997		73.000000
59.599998		71.000000
98.699997		120.000000
98.400002		105.000000
105.800003		69.000000
91.400002		24.000000
136.600006		220.000000
130.800003		120.000000
67.099998		95.000000
67.500000		39.000000
74.699997		60.000000
66.900002		105.000000
126.500000		149.000000
101.300003		85.000000
89.800003		80.000000
63.099998		80.000000
156.399994		250.000000
85.099998		25.000000
86.099998		110.000000
62.400002		130.000000
68.099998		60.000000
114.599998		36.000000
80.000000		125.000000
77.900002		135.000000
128.899994		110.000000
69.000000		75.000000
98.599998		59.000000
124.599998		195.000000
173.399994		130.000000
63.400002		60.000000
164.899994		130.000000
119.400002		99.000000
129.800003		100.000000
71.500000		90.000000
94.000000		230.000000
122.300003		50.000000
75.300003		69.000000
82.599998		100.000000
111.599998		45.000000
83.599998		60.000000
135.399994		100.000000
152.899994		160.000000
68.900002		86.000000
97.900002		47.000000
86.800003		35.000000
82.300003		58.000000
141.300003		78.000000
156.100006		450.000000
111.400002		37.000000
166.800003		210.000000
87.000000		70.000000
180.500000		76.000000
180.500000		120.000000
77.000000		24.000000
91.400002		45.000000
67.500000		250.000000
92.400002		50.000000
151.699997		200.000000
91.699997		59.000000
97.099998		79.000000
131.199997		101.000000
86.699997		70.000000
77.900002		90.000000
161.600006		324.000000
133.600006		180.000000
85.699997		170.000000
79.199997		100.000000
122.300003		190.000000
186.800003		125.000000
118.599998		70.000000
129.199997		89.000000
100.199997		45.000000
69.900002		85.000000
79.800003		50.000000
120.000000		80.000000
96.000000		95.000000
85.900002		45.000000
95.699997		65.000000
117.000000		270.000000
146.800003		130.000000
98.900002		89.000000
77.000000		109.000000
84.300003		76.000000
82.400002		63.000000
84.300003		40.000000
88.000000		150.000000
85.699997		120.000000
73.300003		450.000000
96.099998		60.000000
82.699997		55.000000
65.400002		55.000000
80.300003		60.000000
83.699997		55.000000
99.099998		150.000000
77.400002		35.000000
78.599998		160.000000
333.399994		124.000000
116.500000		89.000000
155.199997		70.000000
62.799999		200.000000
103.199997		55.000000
601.099976		95.000000
102.599998		110.000000
89.500000		95.000000
110.199997		40.000000
69.300003		60.000000
66.300003		85.000000
113.900002		69.000000
81.300003		39.000000
89.000000		69.000000
83.000000		68.000000
146.300003		110.000000
101.099998		80.000000
78.099998		60.000000
69.500000		119.000000
124.599998		64.000000
121.300003		95.000000
90.599998		99.000000
124.000000		70.000000
118.099998		80.000000
241.899994		280.000000
95.000000		32.000000
71.800003		35.000000
80.300003		69.000000
165.800003		120.000000
95.099998		75.000000
63.900002		60.000000
61.500000		50.000000
97.300003		60.000000
80.000000		110.000000
91.199997		35.000000
93.400002		85.000000
107.099998		90.000000
76.699997		100.000000
136.399994		58.000000
169.600006		85.000000
65.900002		115.000000
364.700012		260.000000
129.300003		120.000000
330.200012		415.000000
80.199997		75.000000
101.800003		50.000000
123.500000		100.000000
97.199997		110.000000
98.900002		134.000000
66.699997		55.000000
70.400002		84.000000
87.199997		45.000000
90.099998		190.000000
160.000000		90.000000
82.199997		120.000000
76.000000		250.000000
139.100006		140.000000
174.899994		80.000000
65.800003		68.000000
120.199997		60.000000
119.599998		65.000000
104.099998		12.000000
66.699997		44.000000
128.899994		115.000000
88.000000		140.000000
201.600006		120.000000
288.000000		220.000000
77.599998		139.000000
67.599998		70.000000
96.400002		100.000000
97.000000		79.000000
187.600006		199.000000
78.599998		60.000000
81.599998		190.000000
95.199997		139.000000
168.399994		145.000000
77.800003		35.000000
115.300003		210.000000
238.800003		149.000000
99.800003		55.000000
84.900002		65.000000
134.199997		169.000000
66.300003		90.000000
65.300003		25.000000
247.899994		190.000000
72.500000		60.000000
141.300003		65.000000
76.300003		54.000000
124.900002		85.000000
143.500000		125.000000
124.900002		100.000000
144.000000		110.000000
121.599998		165.000000
111.900002		200.000000
105.500000		120.000000
98.300003		50.000000
83.199997		110.000000
96.699997		45.000000
78.400002		89.000000
97.400002		56.000000
74.099998		95.000000
265.100006		280.000000
99.699997		47.000000
216.500000		215.000000
86.400002		19.000000
200.399994		250.000000
100.400002		35.000000
63.900002		85.000000
217.899994		100.000000
81.500000		126.000000
85.900002		150.000000
72.699997		55.000000
130.300003		75.000000
154.500000		148.000000
73.199997		50.000000
79.300003		42.000000
81.900002		100.000000
94.300003		75.000000
57.500000		80.000000
162.500000		350.000000
155.300003		85.000000
98.800003		52.000000
88.000000		101.000000
61.099998		70.000000
164.199997		79.000000
81.099998		60.000000
82.500000		85.000000
99.599998		135.000000
80.800003		55.000000
97.099998		110.000000
209.399994		97.000000
73.099998		56.000000
76.599998		60.000000
73.599998		115.000000
88.000000		65.000000
93.000000		50.000000
80.800003		100.000000
74.199997		36.000000
180.199997		69.000000
175.199997		400.000000
136.300003		399.000000
121.699997		92.000000
67.699997		75.000000
65.300003		69.000000
92.599998		37.000000
74.400002		60.000000
93.800003		85.000000
206.000000		190.000000
69.400002		95.000000
104.400002		149.000000
133.199997		88.000000
128.600006		93.000000
71.300003		50.000000
105.300003		55.000000
73.500000		75.000000
75.400002		90.000000
103.300003		150.000000
421.200012		485.000000
96.000000		50.000000
71.699997		59.000000
70.300003		75.000000
110.500000		150.000000
86.400002		250.000000
67.199997		110.000000
91.400002		105.000000
71.599998		130.000000
87.900002		300.000000
294.299988		599.000000
212.699997		389.000000
117.300003		65.000000
145.199997		98.000000
94.599998		100.000000
83.699997		120.000000
82.199997		61.000000
195.500000		95.000000
71.900002		55.000000
155.300003		250.000000
65.099998		99.000000
98.800003		150.000000
347.899994		350.000000
80.300003		60.000000
125.000000		75.000000
68.800003		80.000000
111.000000		70.000000
74.800003		72.000000
79.300003		295.000000
66.199997		45.000000
57.500000		48.000000
72.699997		30.000000
98.699997		128.000000
104.800003		45.000000
73.900002		57.000000
96.599998		31.000000
84.099998		26.000000
73.900002		60.000000
165.300003		170.000000
90.800003		79.000000
96.199997		80.000000
95.300003		83.000000
119.400002		98.000000
56.599998		90.000000
209.600006		160.000000
109.900002		125.000000
71.900002		74.000000
75.699997		35.000000
182.500000		184.000000
72.300003		70.000000
94.900002		65.000000
117.400002		80.000000
219.600006		150.000000
72.400002		79.000000
118.099998		90.000000
285.899994		250.000000
84.900002		100.000000
91.500000		85.000000
157.500000		45.000000
72.900002		89.000000
63.299999		65.000000
91.900002		120.000000
119.500000		90.000000
240.000000		90.000000
149.699997		121.000000
84.500000		250.000000
103.900002		80.000000
110.000000		75.000000
74.800003		90.000000
92.500000		90.000000
112.800003		50.000000
71.000000		69.000000
132.000000		600.000000
78.900002		79.000000
80.099998		95.000000
73.099998		90.000000
92.199997		74.000000
87.699997		59.000000
83.900002		31.000000
78.900002		85.000000
73.300003		129.000000
85.400002		75.000000
156.600006		55.000000
206.899994		220.000000
141.100006		68.000000
84.800003		150.000000
130.300003		130.000000
157.699997		90.000000
217.399994		150.000000
74.500000		50.000000
90.000000		120.000000
104.800003		125.000000
141.500000		120.000000
172.199997		99.000000
69.400002		75.000000
105.900002		80.000000
104.000000		90.000000
92.800003		120.000000
98.000000		230.000000
176.000000		85.000000
122.300003		50.000000
102.000000		59.000000
129.199997		50.000000
66.699997		70.000000
94.800003		120.000000
89.099998		70.000000
96.300003		69.000000
69.800003		100.000000
121.699997		65.000000
62.200001		35.000000
147.699997		90.000000
74.300003		55.000000
71.900002		50.000000
74.800003		71.000000
83.800003		60.000000
90.199997		85.000000
102.900002		68.000000
75.099998		35.000000
86.699997		70.000000
159.500000		145.000000
62.700001		175.000000
111.000000		115.000000
89.199997		55.000000
117.800003		70.000000
184.100006		99.000000
86.599998		60.000000
338.899994		340.000000
75.900002		100.000000
76.800003		85.000000
73.599998		59.000000
69.599998		128.000000
91.300003		190.000000
97.400002		195.000000
116.900002		135.000000
83.900002		79.000000
73.300003		137.000000
77.900002		100.000000
109.900002		35.000000
78.800003		115.000000
93.699997		55.000000
69.900002		49.000000
60.799999		39.000000
135.399994		125.000000
84.300003		67.000000
190.199997		110.000000
176.500000		245.000000
107.800003		95.000000
93.000000		35.000000
103.599998		45.000000
146.100006		78.000000
92.400002		120.000000
72.099998		65.000000
91.199997		36.000000
154.899994		69.000000
100.199997		65.000000
125.199997		220.000000
77.699997		100.000000
64.699997		95.000000
72.599998		38.000000
83.400002		190.000000
68.199997		55.000000
139.800003		66.000000
80.699997		40.000000
84.900002		80.000000
363.600006		300.000000
79.500000		50.000000
85.099998		38.000000
105.300003		200.000000
139.399994		50.000000
89.699997		38.000000
65.699997		125.000000
185.500000		50.000000
106.500000		367.000000
241.300003		250.000000
105.199997		240.000000
83.900002		63.000000
169.800003		60.000000
166.500000		110.000000
129.300003		108.000000
194.600006		150.000000
115.400002		100.000000
118.900002		260.000000
97.300003		50.000000
225.600006		130.000000
87.199997		68.000000
88.900002		33.000000
72.199997		76.000000
137.500000		180.000000
130.000000		95.000000
65.400002		45.000000
63.299999		80.000000
181.699997		110.000000
71.300003		69.000000
99.699997		55.000000
79.099998		99.000000
91.199997		80.000000
71.900002		90.000000
190.800003		168.000000
101.800003		80.000000
126.699997		211.000000
90.000000		90.000000
93.199997		80.000000
107.699997		50.000000
148.899994		75.000000
85.400002		53.000000
121.300003		50.000000
71.699997		65.000000
95.900002		170.000000
126.000000		65.000000
83.000000		95.000000
137.000000		45.000000
128.000000		95.000000
194.500000		189.000000
76.599998		85.000000
138.000000		290.000000
57.799999		150.000000
94.000000		80.000000
93.699997		150.000000
84.900002		65.000000
142.000000		150.000000
64.800003		90.000000
74.099998		75.000000
99.300003		180.000000
114.500000		200.000000
109.099998		130.000000
69.199997		90.000000
81.199997		70.000000
99.699997		70.000000
75.099998		98.000000
76.800003		1000.000000
93.099998		65.000000
85.900002		60.000000
99.599998		75.000000
168.600006		115.000000
80.300003		130.000000
80.099998		60.000000
147.100006		99.000000
99.300003		175.000000
244.300003		100.000000
84.800003		67.000000
74.800003		135.000000
138.000000		44.000000
129.100006		65.000000
158.300003		200.000000
65.800003		105.000000
203.199997		50.000000
73.000000		75.000000
88.900002		115.000000
78.599998		99.000000
216.199997		320.000000
115.199997		70.000000
184.300003		210.000000
98.300003		60.000000
169.000000		105.000000
88.300003		150.000000
256.399994		240.000000
260.000000		143.000000
83.900002		99.000000
98.199997		80.000000
69.400002		45.000000
120.199997		75.000000
114.699997		90.000000
104.500000		115.000000
151.899994		80.000000
74.400002		95.000000
353.799988		690.000000
188.000000		55.000000
106.500000		60.000000
82.599998		75.000000
98.699997		70.000000
95.699997		79.000000
64.000000		90.000000
93.699997		199.000000
97.300003		150.000000
98.900002		300.000000
83.099998		58.000000
162.199997		69.000000
237.000000		85.000000
75.000000		80.000000
79.000000		55.000000
110.099998		52.000000
159.399994		128.000000
83.699997		150.000000
70.699997		90.000000
115.800003		190.000000
109.599998		190.000000
67.300003		55.000000
137.199997		240.000000
63.500000		80.000000
92.900002		60.000000
229.899994		200.000000
84.800003		100.000000
84.500000		60.000000
91.099998		130.000000
72.699997		90.000000
80.900002		89.000000
83.699997		30.000000
132.500000		80.000000
126.099998		75.000000
87.400002		65.000000
145.399994		220.000000
96.000000		100.000000
76.400002		95.000000
174.800003		169.000000
83.000000		75.000000
72.300003		85.000000
155.399994		450.000000
72.900002		66.000000
83.800003		50.000000
134.300003		200.000000
66.500000		60.000000
80.000000		37.000000
86.699997		62.000000
169.000000		42.000000
245.699997		93.000000
119.400002		140.000000
89.800003		120.000000
96.300003		150.000000
97.300003		60.000000
70.900002		143.000000
72.099998		50.000000
97.199997		50.000000
115.699997		200.000000
64.000000		110.000000
106.699997		75.000000
81.800003		29.000000
86.400002		60.000000
88.599998		119.000000
90.400002		70.000000
171.300003		100.000000
137.500000		69.000000
89.500000		28.000000
147.800003		79.000000
99.400002		95.000000
71.000000		35.000000
60.700001		65.000000
77.199997		49.000000
66.400002		53.000000
112.699997		110.000000
96.199997		60.000000
117.000000		95.000000
71.400002		64.000000
89.000000		90.000000
93.900002		110.000000
150.800003		150.000000
151.300003		50.000000
102.400002		45.000000
106.300003		65.000000
71.900002		69.000000
92.099998		80.000000
152.199997		135.000000
126.800003		135.000000
76.599998		127.000000
90.699997		60.000000
84.900002		150.000000
85.400002		70.000000
118.000000		50.000000
85.800003		35.000000
88.300003		39.000000
121.300003		180.000000
104.900002		75.000000
119.300003		240.000000
91.599998		69.000000
60.700001		89.000000
73.400002		80.000000
